o,y,m,lx_kh,lx_th,cld_kh,cld_th,pt_kh,pt_th,dt_kh,dt_th,ln_th,ngay_lv,scc_dt,ds_dt,dvgt_dt,dvgt_b1053,dong_dt,son_cld,dt_lsc,bh_lsc,ds_lsc,dt_son,son_dt,gv_son,cvdv,scc_n,b_n,p_n,hs_cvdv_m,hs_scc_m,hs_b_m,hs_p_m,lx_nt,dt_nt,cld_nt,pt_nt,csi_n,csi_kg,csi_td,csi_cvdv,csi_tt,csi_clsc,csi_grx,csi_ov
HSL,2026,3,654.4274,565,628.783,657.971,910.559,942.344,1570.425,1612.554,247.73,26,17.305,194.869,64.61,64.61,88.824,304.602,1611.649,577.58,721.052,304.602,304.602,56.914,3,7,3,5,537.2,29.6,29.6,60.7,617,1610.187,667.843,942.344,75,0.9467,1,0.9925,0.9912,1,0.9901,0.9868
HSL,2026,4,557.5921,519,605.936,605.441,877.474,852.655,1513.363,1470.373,317.079,26,13.701,179.475,78.845,78.845,73.242,272.455,1470.373,562.522,705.337,272.455,272.455,55.177,3,7,3,5,490.1,29,24.4,54.5,572,1437.897,613.788,824.109,47,1,1,1,1,1,1,1
HSL,2026,5,578.4439,503,623.368,592.272,902.717,782.56,1556.9,1379.135,261.27,26,11.915,166.437,63.072,63.072,77.378,277.772,1379.135,597.515,651.568,277.772,277.772,56.706,3,7,3,4,459.7,26.9,25.8,69.4,551,1420.804,604.628,816.176,81,1,1,1,0.997,1,1,0.9995
HSL,2026,6,536,662,528.89,634.409,934.617,998.537,1489.652,1632.946,634.409,26,14.535,154.49,81.582,81.582,70.737,313.065,1636.634,587.405,709.12,313.065,313.065,67.996,3,7,3,4,545.5,32.8,23.6,78.5,713,1627.202,633.622,993.58,36,0.8889,0.9595,1,0.9933,0.9939,1,0.9726
HTiF,2024,3,0,105,0,73.377,0,228.447,0,301.846,-32.848,26,1.486,46.402,4.076,4.076,4.65,16.785,301.846,46.647,52.132,16.785,16.785,6.819,1,4,2,2,301.8,12.5,2.3,8.4,0,0,0,0,0,,,,,,,
HTiF,2024,4,374,286,340.91,292.84,522.098,504.84,863.008,800.678,135.889,26,2.485,168.263,35.827,35.827,19.597,69.667,800.679,103.814,137.223,69.667,69.667,23.856,2,4,2,2,400.3,35.3,9.8,34.8,0,0,0,0,0,,,,,,,
HTiF,2024,5,358,371,346.753,369.734,886.456,1246.011,1233.209,1618.804,227.762,26,4.37,202.437,48.603,48.603,42.945,74.439,1614.444,166.471,504.256,74.439,74.439,14.713,2,5,2,2,807.2,40.1,21.5,37.2,0,0,0,0,0,,,,,,,
HTiF,2024,6,397,377,513.053,418.393,1156.005,1060.4,1669.058,1482.888,247.653,26,6.46,220.804,53.85,53.85,41.402,99.973,1482.888,189.262,315.543,99.973,99.973,22.021,2,6,2,3,741.4,35.4,20.7,33.3,0,0,0,0,0,,,,,,,
HTiF,2024,7,440,445,532.43,509.571,1144.012,1427.468,1676.442,1947.772,276.71,26,1.9,271.314,58.068,58.068,63.307,125.716,1947.772,266.477,413.3,125.716,125.716,23.374,2,8,2,3,973.9,30.6,31.7,41.9,0,0,0,0,0,,,,,,,
HTiF,2024,8,416,376,506.516,440.978,1239.03,1275.318,1745.546,1721.188,186.82,26,7.87,180.008,62.716,62.716,55.698,139.578,1721.188,392.961,493.585,139.578,139.578,23.218,2,8,2,3,860.6,27.8,27.8,46.5,0,0,0,0,0,,,,,,,
HTiF,2024,9,426,459,607.42,521.363,1313.302,1181.224,1920.722,1705.428,310.894,26,5.87,281.72,39.132,39.132,55.258,142.224,1705.428,495.552,475.256,142.224,142.224,21.782,2,8,2,3,852.7,27.1,27.6,47.4,0,0,0,0,0,,,,,,,
HTiF,2024,10,469,543,659.244,583.807,1461.885,1123.299,2121.129,1717.457,339.75,26,4.595,309.722,72.574,72.574,45.915,161.352,1717.457,305.719,404.609,161.352,161.352,27.096,2,8,2,3,858.7,34.1,23,53.8,0,0,0,0,0,,,,,,,
HTiF,2024,11,459,548,698.044,609.74,1536.068,1525.365,2234.112,2155.151,345.65,26,8.196,332.095,97.506,97.506,62.303,129.686,2155.151,298.955,463.333,129.686,129.686,21.707,2,8,2,4,1077.6,41.6,31.2,32.4,0,0,0,0,0,,,,,,,
HTiF,2024,12,525,683,847.047,752.589,1644.994,2146.104,2492.041,2916.326,460.51,26,4.223,368.898,102.867,102.867,65.903,228.332,2916.606,510.274,313.815,228.332,228.332,35.073,2,8,2,4,1458.3,49.3,33,57.1,0,0,0,0,0,,,,,,,
HTiF,2025,1,365,489,541.586,613.972,1443.99,1711.406,1993.947,2342.088,292.883,26,3.397,269.516,81.399,81.399,64.252,212.118,2342.088,520.292,515.821,212.118,212.118,30.755,2,8,2,4,1171,35.6,32.1,53,0,0,0,0,321,0.9688,0.9688,0.9626,0.9474,0.9688,0.9688,0.9642
HTiF,2025,2,307,509,472.419,499.302,1226.253,1460.035,1705.973,1965.517,216.279,26,5.645,253.624,69.266,69.266,57.306,119.641,1965.518,441.938,479.874,120.641,120.641,17.518,2,8,3,4,982.8,33.1,19.1,29.9,0,0,0,0,316,0.9241,0.9241,0.9177,0.9016,0.9209,0.9241,0.9188
HTiF,2025,3,336,497,530.507,625.183,1388.489,1511.89,1927.195,2177.599,365.093,26,7.171,367.986,82.188,82.188,57.344,151.021,2177.32,359.197,463.619,151.021,151.021,21.741,2,8,3,4,1088.7,45.8,19.1,37.8,0,0,0,0,291,0.9485,0.945,0.945,0.9313,0.9485,0.9244,0.9405
HTiF,2025,4,369,586,479.147,658.83,1311.511,1666.044,1798.063,2342.364,281.517,26,7.79,352.821,101.731,101.731,57.079,156.898,2342.364,412.559,534.521,156.898,156.898,22.426,3,8,3,4,780.8,44.1,19,39.2,0,0,0,0,383,0.9504,0.953,0.9478,0.9347,0.953,0.9243,0.9439
HTiF,2025,5,475,619,464.37,665.962,1621.248,1518.011,2092.795,2208.844,343.909,26,4.889,381.185,87.924,87.924,69.195,147.64,2208.844,251.725,491.673,147.64,147.64,22.542,2,8,3,4,1104.4,44,23.1,36.9,0,0,0,0,460,0.9609,0.9609,0.9457,0.9239,0.9478,0.95,0.9482
HTiF,2025,6,480,629,574.678,741.729,1461.693,2049.475,2045.253,2811.131,387.865,26,32.91,371.253,101.163,101.163,76.838,179.492,2813.13,808.873,885.935,179.492,179.492,31.391,3,8,3,5,937.7,46.1,25.6,35.9,0,0,0,0,439,0.9613,0.959,0.9613,0.9297,0.9522,0.9499,0.9522
HTiF,2025,7,541,659,646.1,747.204,1669.199,1920.583,2325.285,2684.447,410.815,26,5.665,380.258,97.705,97.705,74.999,205.238,2693.373,455.249,775.812,205.238,205.238,31.785,3,8,3,5,897.8,46.7,25,41,0,0,0,0,537,0.9553,0.9534,0.9553,0.9385,0.9404,0.9497,0.9488
HTiF,2025,8,536,510,577.676,605.959,1637.518,1713.85,2224.123,2374.667,380.242,26,27.789,292.74,64.814,64.814,81.829,193.646,2418.739,626.881,828.117,193.646,193.646,30.133,3,8,3,4,806.2,36.9,30.3,51.8,0,0,0,0,433,0.9538,0.9538,0.9538,0.9379,0.9538,0.94,0.9488
HTiF,2025,9,466,639,595.276,710.632,1451.712,1679.024,2056.188,2399.085,414.44,26,9.963,368.826,91.663,91.663,57.232,192.377,2405.575,354.314,725.704,192.377,192.377,28.053,3,8,3,4,801.9,44.4,19.2,48.2,0,0,0,0,473,0.9429,0.9429,0.9366,0.9302,0.9366,0.9323,0.9369
HTiF,2025,10,541,724,674.348,872.485,1678.612,1714.762,2363.382,2606.189,571.047,26,9.19,466.008,102.27,102.27,94.563,219.396,2606.189,537.976,773.173,219.396,219.396,35.665,3,8,3,4,868.7,51.8,31.5,54.8,0,0,0,0,503,0.9642,0.9604,0.9642,0.9248,0.9602,0.9583,0.9554
HTiF,2025,11,598,788,716.572,1008.639,1836.711,2549.447,2564.358,3589.239,630.518,26,13.63,529.282,127.772,127.772,94.78,274.329,3589.239,891.681,1047.341,274.329,274.329,41.426,3,8,3,4,1196.4,59.1,31.6,68.6,0,0,0,0,601,0.9667,0.9634,0.9617,0.925,0.9534,0.9318,0.9503
HTiF,2025,12,659,887,761.435,1139.699,2014.777,2181.887,2787.98,3332.445,699.098,26,13.658,584.204,149.305,149.305,104.145,299.247,3332.781,812.79,952.344,299.247,299.247,44.891,3,8,3,4,1110.9,67.1,34.7,74.8,0,0,0,0,692,0.9566,0.948,0.9509,0.9205,0.948,0.9379,0.9436
HTiF,2026,1,785.3808,839,823.633,999.689,2008.779,2135.52,2859.699,3202.662,642.182,26,11.511,508.725,153.623,153.623,77.221,316.062,3202.577,595.382,855.958,316.062,316.062,46.494,3,8,2,4,1067.5,63.8,38.6,79,926,2677.681,950.515,1727.166,730,0.9575,0.9575,0.9575,0.937,0.9534,0.9562,0.9532
HTiF,2026,2,547.7889,652,616.109,730.131,1502.643,1848.166,2139.163,2584.73,441.612,26,3.076,369.793,110.516,110.516,57.041,196.138,2564.076,585.064,616.344,196.138,196.138,30.069,3,8,3,4,854.7,50.1,19,49,759,2547.829,751.511,1796.318,613,0.9592,0.9592,0.9366,0.9527,0.956,0.9413,0.9508
HTiF,2026,3,805.5615,766,770.64,912.697,1879.532,2163.823,2675.702,3088.269,598.604,26,19.298,465.495,113.102,113.102,79.219,247.331,3115.295,759.099,873.795,250.127,250.127,39.567,4,8,3,4,778.8,58.7,28.3,62.5,853,2997.097,901.353,2095.744,705,0.9461,0.9489,0.9305,0.9041,0.9418,0.9178,0.9315
HTiF,2026,4,757.6204,640,823.606,745.809,2008.713,2154.99,2859.604,2934.828,461.223,26,18.844,378.502,106.504,106.504,77.134,198.855,2907.802,624.977,780.811,198.958,198.958,32.199,4,7,4,5,727,58.7,17.9,39.2,768,3106.971,811.8,2295.171,661,0.941,0.941,0.9259,0.8949,0.9233,0.9291,0.9259
HTiF,2026,5,837.6116,723,858.877,827.732,2094.736,2483.491,2982.067,3310.669,534.714,26,12.251,423.687,145.049,145.049,79.691,166.5,3310.669,531.249,701.38,166.5,166.5,27.555,4,8,4,5,827.7,62.3,19.9,33.3,858,3277.361,819.929,2457.431,774,0.9625,0.9625,0.9625,0.9356,0.9601,0.9599,0.9572
HTiF,2026,6,761,595,738.983,723.082,2056.267,2051.181,2819.732,2774.263,425.621,26,3.09,256.277,162.048,162.048,95.088,206.579,2868.354,510.842,677.019,206.579,206.579,32.122,4,7,4,5,717.1,63.7,23.9,41.6,660,2893.808,761.276,2132.531,576,0.9705,0.9671,0.9705,0.9267,0.9688,0.9533,0.9595
HUF,2025,4,0,2,0,2.004,0,0,0,2.004,0,26,2.004,0,0,0,0,0,2.004,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,5,0,5,0,6.098,0,0,0,6.098,0,26,6.098,0,0,0,0,0,6.098,0,0,0,0,0,1,0,0,0,6.1,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,6,0,4,0,3.544,0,0,0,3.544,-1.12,26,6.836,-3.292,0,0,0,0,4.664,0,0,0,0,0,1,0,0,0,4.7,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,7,0,5,0,7.266,0,0,0,7.266,0,26,7.266,0,0,0,0,0,5.224,0,0,0,0,0,1,0,0,0,5.2,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,8,0,13,0,11.19,0,0,0,11.19,0,26,11.19,0,0,0,0,0,13.232,0,0,0,0,0,1,0,0,0,13.2,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,9,0,7,0,7.366,0,0,0,7.366,0,26,7.366,0,0,0,0,0,7.366,0,0,0,0,0,1,0,0,0,7.4,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,10,0,11,0,10.866,0,0,0,10.866,0,26,10.866,0,0,0,0,0,10.866,0,0,0,0,0,1,0,0,0,10.9,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,11,0,16,0,22.004,0,0,0,22.004,0,26,22.004,0,0,0,0,0,17.804,0,0,0,0,0,1,0,0,0,17.8,0,0,0,0,0,0,0,0,,,,,,,
HUF,2025,12,0,38,0,28.986,0,31.36,0,60.346,5.936,26,23.05,5.936,0,0,0,0,60.918,0,0,0,0,0,5,0,0,0,12.2,6.6,0,0,0,0,0,0,0,,,,,,,
HUF,2026,1,0,160,0,163.911,0,338.937,0,502.848,114.787,26,36.25,64.431,5.103,5.103,12.125,46.002,504.576,101.724,94.422,46.002,46.002,15.724,5,1,0,0,100.9,60.3,12.1,46,159,450.116,142.151,307.965,0,,,,,,,
HUF,2026,2,136.9286,217,115.546,243.164,428.067,528.648,543.613,771.812,110.266,26,21.75,121.505,9.817,9.817,24.876,65.216,772.813,98.2,189.288,65.216,65.216,12.053,4,4,2,2,193.2,29.1,12.4,32.6,245,779.945,255.07,524.876,0,,,,,,,
HUF,2026,3,201.4961,246,215.808,243.825,565.931,646.135,781.739,889.96,93.331,26,3.42,151.66,18.523,18.523,16.854,53.368,887.77,143.897,229.97,53.368,53.368,9.318,1,6,2,2,887.8,24.6,8.4,26.7,263,795.824,214.286,581.537,0,,,,,,,
HUF,2026,4,317.2334,234,283.672,286.997,864.473,723.942,1148.145,1010.939,139.911,26,3.165,121.513,50.724,50.724,24.865,86.73,1009.405,190.372,273.989,86.73,86.73,14.786,1,6,2,2,1009.4,25.6,12.4,43.4,292,1083.549,315.683,767.866,67,0.9851,1,1,0.9846,1,0.9846,0.9924
HUF,2026,5,322.8306,219,309.595,258.027,836.648,740.056,1146.243,998.083,116.495,26,5.19,125.996,45.98,45.98,25.456,55.405,996.024,127.154,246.597,55.405,55.405,12.645,1,6,2,3,996,26.5,12.6,18.5,261,1019.379,261.132,758.247,59,1,0.9667,1,1,1,0.9655,0.9887
HUF,2026,6,366.4235,262,266.487,240.445,847.878,780.909,1114.365,1021.354,240.445,26,5.91,97.674,76.274,76.274,11.217,49.37,1043.767,140.35,121.632,49.37,49.37,7.598,1,6,2,3,1043.8,30.2,5.6,16.5,304,1045.901,248.961,796.94,77,1,1,1,1,1,1,1
QBF,2020,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,2,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,3,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,4,0,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,5,0,6,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,6,0,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,7,0,13,0,1.05,0,0,0,1.05,-0.05,26,1.05,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,8,0,16,0,5.2,0,0,0,5.2,0,26,5.2,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,9,0,14,0,7.8,0,0,0,7.8,0,26,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,10,0,21,0,15.6,0,0,0,15.6,1.7,26,15.6,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,11,0,22,0,10.4,0,0,0,10.4,-5.8,26,10.4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,,,,,,,
QBF,2020,12,0,20,0,15.6,0,0,0,15.6,10.4,26,15.6,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,1,0,24,0,23.4,0,0,0,23.4,-6.5,26,23.4,0,0,0,0,0,23.4,0,0,0,0,0,0,9,3,6,23.4,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,2,0,9,0,10.4,0,0,0,10.4,3.5,26,10.4,0,0,0,0,0,10.4,0,0,0,0,0,0,9,3,6,10.4,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,3,0,25,0,15.1,0,0,0,15.1,1.5,26,15.1,0,0,0,0,0,15.1,0,0,0,0,0,0,9,3,6,15.1,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,4,0,25,0,11.1,0,0,0,11.1,1.2,26,11.1,0,0,0,0,0,11.1,0,0,0,0,0,1,9,3,6,11.1,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,5,0,14,0,5.9,0,0,0,5.9,1.3,26,5.9,0,0,0,0,0,5.9,0,0,0,0,0,1,9,3,6,5.9,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,6,0,18,0,14.178,0,0.6,0,14.778,7.278,26,7.8,6.378,0,0,0,0,14.778,0,0,0,0,0,1,9,3,6,14.8,0,0,0,0,0,0,0,0,,,,,,,
QBF,2021,7,286,178,168.854,163.452,514.8,253.976,686.4,418.7,44.254,26,0.616,89.587,0,0,15.365,59.156,418.701,101.301,74.521,59.156,59.156,18.243,1,9,3,6,418.7,6.5,5.1,9.9,0,0,0,0,0,,,,,,,
QBF,2021,8,312,212,184.205,218.374,561.6,625.185,748.8,843.897,101.505,26,9.627,119.397,0,0,21.343,68.345,843.56,341.302,89.688,68.345,68.345,23.342,2,9,3,6,421.8,11,7.1,11.4,0,0,0,0,0,,,,,,,
QBF,2021,9,338,87,199.555,55.117,608.4,113.097,811.2,170.396,-24.516,26,5.465,37.808,0,0,4.024,10.003,171.404,28.071,14.026,10.003,10.003,2.026,2,9,3,6,85.7,3.1,1.3,1.7,0,0,0,0,0,,,,,,,
QBF,2021,10,338,273,199.555,323.972,608.4,959.257,811.2,1327.564,166.458,26,13.689,157.944,0,0,55.727,140.946,1328.651,507.709,198.089,142.271,142.271,41.713,2,9,3,6,664.3,14.4,18.6,23.7,0,0,0,0,0,,,,,,,
QBF,2021,11,364,331,214.906,374.47,655.2,915.935,873.6,1342.261,191.326,26,7.242,196.003,28.98,28.98,36.567,157.534,1341.307,387.531,193.485,162.849,162.849,59.36,2,9,3,6,670.7,19.1,12.2,26.2,0,0,0,0,0,,,,,,,
QBF,2021,12,390,339,230.256,424.735,702,915.89,936,1383.573,238.647,26,4.111,194.017,35.91,35.91,53.709,179.935,1383.573,429.22,233.644,179.935,179.935,71.081,2,9,3,6,691.8,20.5,17.9,30,0,0,0,0,0,,,,,,,
QBF,2022,1,433,304,408.94,387.377,1076.159,1108.465,1485.099,1563.491,188.998,26,3.852,161.493,42.435,42.435,58.359,188.886,1563.946,606.649,247.352,188.935,188.935,39.224,2,9,3,6,782,21,19.5,31.5,0,0,0,0,0,,,,,,,
QBF,2022,2,306,193,294.437,213.979,774.834,501.529,1069.271,726.991,14.353,26,1.193,97.649,28.17,28.17,26.586,71.864,726.991,125.032,98.45,71.864,71.864,18.66,2,9,3,6,363.5,13.1,8.9,12,0,0,0,0,0,,,,,,,
QBF,2022,3,461,225,441.656,310.868,1162.252,1275.782,1603.908,1631.266,122.883,26,4.04,118.98,26.46,26.46,63.025,142.979,1630.812,847.376,205.897,146.83,146.83,62.97,2,9,3,6,815.4,15.1,21,23.8,0,0,0,0,0,,,,,,,
QBF,2022,4,416,296,392.583,375.063,1033.113,730.35,1425.696,1105.413,173.322,26,0,160.208,30.87,30.87,35.643,148.342,1105.412,263.556,183.985,148.342,148.342,75.778,2,9,3,6,552.7,16.7,11.9,24.7,0,0,0,0,0,,,,,,,
QBF,2022,5,431,275,408.94,413.937,1076.159,874.928,1485.099,1318.507,179.677,26,4.235,178.307,47.31,47.31,54.38,159.347,1319.01,488.183,213.727,159.347,159.347,65.281,2,9,3,5,659.5,20.1,18.1,31.9,0,0,0,0,0,,,,,,,
QBF,2022,6,447,293,425.298,437.509,1119.205,1005.915,1544.503,1460.643,210.166,26,18.35,154.835,53.558,53.558,58.578,169.406,1460.139,665.927,227.985,169.406,169.406,73.184,2,9,3,4,730.1,21.4,19.5,42.4,0,0,0,0,0,,,,,,,
QBF,2022,7,447,283,425.298,374.353,1119.205,887.728,1544.503,1307.337,142.953,26,4.232,159.175,48.202,48.202,61.761,146.238,1305.336,323.725,207.999,146.238,146.238,61.295,2,9,3,4,652.7,21,20.6,36.6,0,0,0,0,0,,,,,,,
QBF,2022,8,432,306,413.043,376.926,1086.957,1223.236,1500,1628.187,141.183,26,16.47,152.238,52.738,52.738,58.477,125.028,1602.336,461.878,183.505,125.028,125.028,58.996,2,7,3,3,801.2,27.5,19.5,41.7,0,0,0,0,0,,,,,,,
QBF,2022,9,451,234,426.812,291.18,1123.188,690.192,1550,981.372,115.421,26,2.037,114.454,32.13,32.13,33.524,109.036,981.373,249.405,142.56,109.036,109.036,43.792,2,7,3,3,490.7,17.5,11.2,36.3,0,0,0,0,0,,,,,,,
QBF,2022,10,463,354,440.58,443.581,1159.42,1208.943,1600,1652.524,218.195,26,15.316,202.115,49.77,49.77,40.564,135.816,1650.924,362.488,176.38,135.816,135.816,54.295,2,7,3,3,825.5,28.1,13.5,45.3,0,0,0,0,0,,,,,,,
QBF,2022,11,504,338,462.609,532.318,1217.391,993.737,1680,1526.055,255.344,26,23.318,202.068,39.06,39.06,64.957,202.914,1522.055,502.073,267.871,202.914,202.914,82.121,2,7,3,3,761,25.2,21.7,67.6,0,0,0,0,0,,,,,,,
QBF,2022,12,467,441,468.116,673.213,1231.884,1860.768,1700,2533.981,368.06,26,21.29,302.054,38.799,38.799,111.181,199.89,2533.981,920.602,311.071,199.89,199.89,83.792,2,6,3,3,1267,41,37.1,66.6,0,0,0,0,0,,,,,,,
QBF,2023,1,295.867,312,334.77,369.023,995.742,1070.753,1350.153,1439.776,173.041,26,10.67,169.97,30.24,30.24,53.213,104.93,1439.776,548.218,158.143,104.93,104.93,54.188,2,6,3,3,719.9,27.4,17.7,35,0,0,0,0,0,,,,,,,
QBF,2023,2,337,300,371.925,404.131,1106.255,894.976,1500,1299.107,183.591,26,12.002,179.492,38.52,38.52,40.073,134.044,1299.107,342.163,174.117,134.044,134.044,58.572,2,5,3,3,649.6,35.1,13.4,44.7,0,0,0,0,0,,,,,,,
QBF,2023,3,331.04,314,374.568,420.168,1114.116,923.283,1510.659,1343.451,207.042,26,10.036,162.819,42.84,42.84,54.493,149.98,1337.451,421.536,204.473,149.98,149.98,57.182,2,5,3,3,668.7,34.4,18.2,50,0,0,0,0,0,,,,,,,
QBF,2023,4,306.7905,396,347.13,430.395,1032.505,1007.716,1400,1438.555,192.42,26,9.4,184.262,55.62,55.62,49.732,131.825,1430.555,303.537,181.557,131.825,131.825,55.314,2,5,3,3,715.3,42.1,16.6,43.9,0,0,0,0,0,,,,,,,
QBF,2023,5,303.4533,370,343.354,462.71,1021.273,978.292,1384.771,1441.002,220.378,26,3.5,202.823,49.95,49.95,49.938,156.498,1418.552,364.64,206.436,156.498,156.498,62.794,2,8,4,5,709.3,26.5,12.5,31.3,0,0,0,0,0,,,,,,,
QBF,2023,6,317.7473,324,359.528,453.06,1069.38,1137.496,1450,1590.556,204.203,26,6.403,176.03,36.9,36.9,56.442,177.285,1586.256,467.833,233.726,177.285,177.285,71.836,2,9,4,4,793.1,21.1,14.1,44.3,0,0,0,0,0,,,,,,,
QBF,2023,7,351,372,396.72,524.327,1180.005,1129.006,1600,1653.333,228.731,26,12.587,199.355,43.83,43.83,53.166,215.388,1638.283,445.548,268.555,215.388,215.388,83.647,2,8,4,4,819.1,26.4,13.3,53.8,0,0,0,0,0,,,,,,,
QBF,2023,8,358.0962,372,405.182,524.639,1205.174,1196.646,1634.127,1721.285,244.483,26,8.545,207.884,56.25,56.25,61.761,190.199,1714.835,628.782,251.96,190.199,190.199,71.981,2,8,4,4,857.4,29.8,15.4,47.5,0,0,0,0,0,,,,,,,
QBF,2023,9,332,313,409.118,408.703,1216.88,1258.788,1650,1667.491,165.812,26,20.7,172.597,34.02,34.02,51.237,130.149,1656.742,445.493,181.386,130.149,130.149,48.598,2,8,4,4,828.4,21.9,12.8,32.5,0,0,0,0,0,,,,,,,
QBF,2023,10,383.4881,373,433.913,447.838,1290.631,1348.48,1750,1796.318,213.169,26,1.552,192.377,49.33,49.33,50.856,153.723,1792.018,456.663,242.98,153.723,153.723,55.466,2,8,3,4,896,27.6,17,38.4,0,0,0,0,0,,,,,,,
QBF,2023,11,394.4449,370,446.31,488.392,1327.506,1420.926,1800,1909.318,226.875,26,4.8,226.032,43.02,43.02,56.417,158.123,1909.318,607.836,414.949,158.123,158.123,60.704,3,8,3,7,636.4,29.3,18.8,22.6,0,0,0,0,0,,,,,,,
QBF,2023,12,460.1857,501,520.695,633.639,1548.757,1572.25,2100,2205.889,337.025,26,16.366,285.538,50.58,50.58,72.163,208.992,2205.199,517.616,656.501,208.992,208.992,76.172,3,8,3,7,735.1,33.6,24.1,29.9,0,0,0,0,0,,,,,,,
QBF,2024,1,443,506,552.124,661.615,1347.876,1792.9,1900,2454.515,317.336,26,7.975,274.99,65.7,65.7,65.391,247.56,2454.516,641.389,755.632,247.56,247.56,86.831,3,8,3,7,818.2,37.2,21.8,35.4,0,0,0,0,0,,,,,,,
QBF,2024,2,355,273,348.71,378.592,851.29,1045.237,1200,1423.829,154.647,26,22.758,139.403,31.596,31.596,37.273,147.561,1423.83,500.667,380.367,147.561,147.561,51.911,3,8,3,7,474.6,19.8,12.4,21.1,0,0,0,0,0,,,,,,,
QBF,2024,3,458,436,459.779,562.061,1122.44,1479.789,1582.219,2041.85,265.525,26,11.78,260.364,59.17,59.17,65.868,164.879,2041.849,475.355,542.605,164.879,164.879,38.556,3,8,3,7,680.6,33.4,22,23.6,0,0,0,0,0,,,,,,,
QBF,2024,4,498,440,552.124,558.716,1347.876,1451.176,1900,2009.892,262.009,26,15.156,265.359,63.31,63.31,66.405,148.485,2009.891,461.59,486.101,148.485,148.485,33.037,3,9,3,7,670,32.6,22.1,21.2,0,0,0,0,0,,,,,,,
QBF,2024,5,518,408,581.183,536.074,1418.817,1479.052,2000,2015.126,271.293,26,22.214,249.724,52.875,52.875,61.208,150.053,2015.126,506.596,431.247,150.053,150.053,40.151,3,9,3,8,671.7,28.3,20.4,18.8,0,0,0,0,0,,,,,,,
QBF,2024,6,527,449,551.639,558.005,1432.726,1436.982,1984.365,1994.987,272.2,26,12.656,239.155,54.155,54.155,80.828,171.211,1994.987,652.487,560.53,171.211,171.211,43.313,3,9,3,6,665,28.2,26.9,28.5,0,0,0,0,0,,,,,,,
QBF,2024,7,521,503,666.15,581.739,1626.245,1603.386,2292.395,2185.125,305.917,26,9.545,274.151,71.812,71.812,58.425,167.805,2185.125,479.497,443.795,167.805,167.805,40.638,3,9,3,6,728.4,32.7,19.5,28,0,0,0,0,0,,,,,,,
QBF,2024,8,498,418,608.674,573.97,1580.857,1655.416,2189.531,2229.386,282.684,26,12.61,220.082,73.23,73.23,67.799,200.249,2229.387,697.021,686.809,200.249,200.249,46.408,3,9,3,5,743.1,30.6,22.6,40,0,0,0,0,0,,,,,,,
QBF,2024,9,447,501,547.326,601.602,1421.522,1211.866,1968.848,1820.374,308.146,26,19.802,300.527,82.013,82.013,48.091,158.075,1820.374,296.308,385.642,158.075,158.075,36.882,3,9,3,5,606.8,33,16,31.6,0,0,0,0,0,,,,,,,
