o,y,m,lx_kh,lx_th,cld_kh,cld_th,pt_kh,pt_th,dt_kh,dt_th,ln_th,ngay_lv,scc_dt,ds_dt,dvgt_dt,dvgt_b1053,dong_dt,son_cld,dt_lsc,bh_lsc,ds_lsc,dt_son,son_dt,gv_son,cvdv,scc_n,b_n,p_n,hs_cvdv_m,hs_scc_m,hs_b_m,hs_p_m,lx_nt,dt_nt,cld_nt,pt_nt,csi_n,csi_kg,csi_td,csi_cvdv,csi_tt,csi_clsc,csi_grx,csi_ov
VIF,2021,6,1248.0438,435,1136.731,501.322,3302.699,1759.588,4446.156,2277.958,169.411,26,5.01,221.678,46.08,46.08,75.052,170.55,2279.359,399.481,245.602,170.55,170.55,0,5,13,5,9,455.9,19.1,15,18.9,0,0,0,0,0,,,,,,,
VIF,2021,7,1104.5471,869,1006.033,925.107,2922.964,3095.843,3934.949,4166.076,470.962,27,23.338,450.948,80.055,80.055,170.242,345.649,4165.243,1125.029,515.892,345.649,345.649,0,5,13,5,9,833,35.9,34,38.4,0,0,0,0,0,,,,,,,
VIF,2021,8,1248.0438,512,1136.731,610.932,3302.699,2125.653,4446.156,2808.342,314.329,26,28.04,298.054,69.885,69.885,99.245,187.465,2808.342,660.045,286.71,187.465,187.465,0,5,13,5,8,561.7,26.7,19.8,23.4,0,0,0,0,0,,,,,,,
VIF,2021,9,852.4838,651,776.451,702.93,2255.928,1799.08,3036.973,2535.284,326.567,16,28.029,329.904,64.89,64.89,105.364,208.016,2535.284,588.717,313.38,208.016,208.016,0,5,13,5,8,507.1,27.5,21.1,26,0,0,0,0,0,,,,,,,
VIF,2021,10,1396.2608,1148,1271.729,1331.38,3694.926,3599.155,4974.179,4991.002,799.509,26,42.902,634.146,144.25,144.25,179.503,391.047,4990.902,1276.982,570.45,390.947,390.947,0,5,14,5,8,998.2,50.7,35.9,48.9,0,0,0,0,0,,,,,,,
VIF,2021,11,1494.4427,1156,1361.154,1352.679,3954.745,3686.123,5323.952,5122.662,800.671,26,45.391,635.141,141.015,141.015,202.393,412.599,5123.362,1313.1,614.993,412.599,412.599,145.12,5,14,5,8,1024.7,49.3,40.5,51.6,0,0,0,0,0,,,,,,,
VIF,2021,12,1509.5476,1045,1374.911,1208.225,3994.717,3944.943,5377.763,5159.758,738.143,27,20.613,578.389,145.755,145.755,141.639,328.419,5159.058,1293.337,470.058,328.419,328.419,91.796,5,14,5,8,1031.8,47.5,28.3,41.1,0,0,0,0,0,,,,,,,
VIF,2022,1,1248,1144,1256.695,1402.778,3758.342,4302.989,5027.76,5808.813,575.919,24,46.971,727.193,136.676,136.676,205.554,389.43,5808.813,1523.631,600.084,389.43,389.43,115.722,5,14,6,10,1161.8,49.8,34.3,38.9,0,0,0,0,0,,,,,,,
VIF,2022,2,750,660,776.091,833.156,2206.524,2476.509,2990.473,3309.665,398.659,19,22.323,401.379,87.805,87.805,125.415,196.233,3309.664,564.277,321.649,196.233,196.233,69.264,5,14,6,10,661.9,31.1,20.9,19.6,0,0,0,0,0,,,,,,,
VIF,2022,3,1188,855,1218.209,1151.776,3495.134,3598.43,4725.677,4772.477,674.801,27,54.186,555.282,103.676,103.676,166.42,294.483,4772.476,817.927,460.903,294.483,294.483,82.644,5,15,6,12,954.5,37.3,27.7,24.5,0,0,0,0,0,,,,,,,
VIF,2022,4,1160,1040,1251.596,1289.397,3535.733,3547.329,4800,4884.78,722.37,24,34.764,673.893,127.325,127.325,181.657,319.812,4884.78,1010.101,501.469,319.812,319.812,128.288,6,13,6,11,814.1,51,30.3,29.1,0,0,0,0,0,,,,,,,
VIF,2022,5,932,1070,1069.918,1453.245,2919.25,3692.956,4000,5201.081,855.337,25,27.757,694.235,156.584,156.584,194.454,435.096,5201.081,749.214,629.549,435.096,435.096,167.893,6,13,6,11,866.8,52.5,32.4,39.6,0,0,0,0,0,,,,,,,
VIF,2022,6,1162,960,1263.636,1272.129,3523.57,3349.962,4800,4647.695,770.574,26,50.198,625.537,140.625,140.625,153.911,327.462,4647.695,541.001,481.373,327.462,327.462,119.681,6,12,6,11,774.6,56.8,25.7,29.8,0,0,0,0,0,,,,,,,
VIF,2022,7,1180,974,1292.804,1243.684,3471.598,3259.761,4777.49,4537.639,712.259,26,46.562,542.619,111.105,111.105,184.12,393.472,4537.639,887.081,577.591,393.472,393.472,142.319,6,12,6,11,756.3,48.8,30.7,35.8,0,0,0,0,0,,,,,,,
VIF,2022,8,1163,890,1217.714,1110.626,3269.957,3542.474,4500,4658.76,659.696,27,38.979,519.714,113.355,113.355,154.031,290.207,4656.81,875.895,444.238,290.207,290.207,96.201,7,13,6,10,665.3,44.4,25.7,29,0,0,0,0,0,,,,,,,
VIF,2022,9,1137,918,1236.354,1159.406,3343.658,3271.176,4592.53,4476.149,626.171,25,40.889,554.178,94.49,94.49,170.325,345.091,4476.15,920.98,515.417,345.091,345.091,103.365,8,14,6,11,559.5,39.2,28.4,31.4,0,0,0,0,0,,,,,,,
VIF,2022,10,1250,1181,1347.934,1531.497,3794.611,3599.927,5156.192,5170.249,911.391,26,49.226,815.261,120.015,120.015,181.816,404.004,5170.248,935.031,585.82,404.004,404.004,143.92,8,14,6,10,646.3,51.7,30.3,40.4,0,0,0,0,0,,,,,,,
VIF,2022,11,1252,1262,1469.029,1600.732,4016.099,3363.795,5500,5023.31,961.874,26,40.073,799.131,105.075,105.075,216.979,498.257,5023.31,1113.089,715.236,498.257,498.257,168.115,8,16,6,10,627.9,42.4,36.2,49.8,0,0,0,0,0,,,,,,,
VIF,2022,12,1192,1425,1413.561,1807.989,3882.249,4611.593,5310.121,6461.02,1056.408,27,36.773,894.838,174.42,174.42,233.104,510.292,6450.264,1198.402,743.396,510.292,510.292,167.945,8,16,6,10,806.3,53,38.9,51,0,0,0,0,0,,,,,,,
VIF,2023,1,810.4295,1210,1118.39,1382.77,3146.83,3489.962,4300,4895.015,409.491,19,51.178,722.817,120.825,120.825,157.739,352.494,4895.015,849.17,510.233,352.494,352.494,114.553,8,16,6,11,611.9,43,26.3,32,0,0,0,0,0,,,,,,,
VIF,2023,2,1080.3499,1247,1328.218,1569.199,3737.227,4071.761,5106.751,5704.857,874.736,24,34.836,760.24,181.06,181.06,226.671,430.29,5704.519,1322.923,662.652,429.951,429.951,139.637,8,16,6,13,713.1,49.6,37.8,33.1,0,0,0,0,0,,,,,,,
VIF,2023,3,1171.3267,1267,1440.924,1607.72,4054.349,4234.776,5540.084,5880.856,1014.944,26,40.518,843.283,189.18,189.18,188.471,384.628,5880.939,1198.582,574.618,384.628,384.628,132.89,8,16,6,12,735.1,52.5,31.4,32.1,0,0,0,0,0,,,,,,,
VIF,2023,4,1323,1129,1320.582,1356.12,4038.351,3909.588,5400,5372.983,794.813,24,30.656,756.448,163.915,163.915,168.111,344.265,5373.638,1309.551,512.376,344.265,344.265,101.663,8,16,6,10,671.7,44.6,28,34.4,0,0,0,0,0,,,,,,,
VIF,2023,5,1323,1178,1380.628,1439.002,3976.437,3956.435,5400,5430.205,864.279,26,40.018,687.659,187.245,187.245,199.425,359.424,5430.155,1199.624,558.849,359.424,359.424,122.145,8,16,6,10,678.8,50.1,33.2,35.9,0,0,0,0,0,,,,,,,
VIF,2023,6,1170.3791,1255,1438.903,1471.27,4048.662,4129.756,5532.313,5642.965,894.214,26,32.311,802.359,174.24,174.24,157.577,346.723,5645.764,1218.44,506.698,349.023,349.023,114.755,8,16,6,10,705.7,50.4,26.3,34.9,0,0,0,0,0,,,,,,,
VIF,2023,7,1170.3791,1350,1448.644,1539.726,4106.306,4063.651,5600,5686.613,964.741,26,38.387,868.085,185.975,185.975,175.363,355.152,5684.103,1050.897,527.82,355.152,355.152,114.593,8,16,6,10,710.5,56.5,29.2,35.3,0,0,0,0,0,,,,,,,
VIF,2023,8,1172.2744,1230,1362.9,1604.988,4054.349,4110.333,5459.633,5679.754,996.56,27,33.185,831.616,164.429,164.429,178.589,361.603,5679.291,987.259,540.186,361.603,361.603,118.008,8,16,6,10,709.9,55.4,29.8,36.2,0,0,0,0,0,,,,,,,
VIF,2023,9,1124.8906,1252,1403.067,1500.73,3892.944,3917.037,5339.644,5433.133,920.319,25,22.242,843.216,147.329,147.329,166.516,336.793,5433.133,1167.183,503.309,336.793,336.793,109.279,8,16,6,11,679.1,52.2,27.8,30.6,0,0,0,0,0,,,,,,,
VIF,2023,10,1227,1255,1518.224,1585.638,4434.561,4197.41,6000,5835.006,943.503,26,36.499,850.975,169.244,169.244,168.244,412.634,5835.174,1171.113,649.315,412.634,412.634,130.281,8,16,6,10,729.4,54.8,28,41.3,0,0,0,0,0,,,,,,,
VIF,2023,11,1269,1375,1559.702,1630.602,4391.792,4188.134,6000,5879.081,997.595,26,27.187,899.397,168.325,168.325,169.342,426.696,5879.081,1271.74,1181.183,426.696,426.696,132.466,8,16,6,10,734.9,55.2,28.2,42.7,0,0,0,0,0,,,,,,,
VIF,2023,12,1269,1617,1559.704,1983.34,4691.792,4796.884,6300,6843.755,1208.46,26,51.194,1145.342,186.254,186.254,195.65,468.43,6843.754,1371.961,1558.187,468.43,468.43,140.01,8,16,6,10,855.5,62.4,32.6,46.8,0,0,0,0,0,,,,,,,
VIF,2024,1,1269,1602,1562.892,1925.039,4691.792,5114.785,6300,7084.066,1177.273,26,39.495,1031.455,214.818,214.818,198.406,485.108,7084.066,1383.423,1576.734,485.108,485.108,141.015,8,16,6,10,885.5,68.8,33.1,48.5,0,0,0,0,0,,,,,,,
VIF,2024,2,1166,1151,1211.27,1263.084,3105.885,3921.212,4352.275,5218.966,701.924,26,37.774,675.125,151.153,151.153,142.926,290.776,5219.366,779.994,1013.856,290.776,290.776,91.601,8,16,6,10,652.4,45.8,23.8,29.1,0,0,0,0,0,,,,,,,
VIF,2024,3,1581,1380,1630.806,1728.661,4287.241,4470.414,5965.332,6232.742,1059.886,26,23.91,927.966,211.327,211.327,186.41,412.716,6232.342,1094.195,1390.607,412.716,412.716,73.177,8,16,6,10,779,59.9,31.1,41.3,0,0,0,0,0,,,,,,,
VIF,2024,4,1028,1137,1341.824,1357.308,4119.27,4163.842,5500,5547.166,783.546,26,26.221,741.89,192.237,192.237,146.471,276.505,5547.166,1204.008,1016.742,276.505,276.505,50.36,8,15,6,10,693.4,55.4,24.4,27.7,0,0,0,0,0,,,,,,,
VIF,2024,5,1340,1322,1397.86,1530.309,3888.983,4392.234,5327.374,5949.617,904.774,26,25.353,872.566,217.875,217.875,140.714,300.876,5948.715,768.843,1025.47,300.876,300.876,59.349,8,15,6,10,743.6,64.1,23.5,30.1,0,0,0,0,0,,,,,,,
VIF,2024,6,1306,1168,1391.21,1374.769,3870.482,4132.261,5302.03,5564.233,783.109,25,35.742,748.023,196,196,151.203,301.003,5515.769,1123.993,1015.444,301.003,301.003,55.526,8,15,6,10,689.5,56.5,25.2,30.1,0,0,0,0,0,,,,,,,
VIF,2024,7,1403,1329,1496.696,1599.026,4163.953,4101.591,5704.045,5723.69,959.987,26,20.643,877.96,206.548,206.548,134.249,382.699,5723.689,793.257,1193.515,382.699,382.699,66.675,7,15,6,10,817.7,60.5,22.4,38.3,0,0,0,0,0,,,,,,,
VIF,2024,8,1462,1213,1499.569,1407.12,4171.947,4372.932,5714.996,5817.864,812.565,25,14.706,734.751,225.405,225.405,136.42,333.649,5817.863,827.278,1104.236,333.649,333.649,61.365,7,15,6,10,831.1,60.2,22.7,33.4,0,0,0,0,0,,,,,,,
VIF,2024,9,1462,1180,1377.719,1366.565,3832.949,3575.588,5250.615,4976.976,797.395,25,23.65,774.406,209.006,209.006,117.445,276.881,4976.977,915.759,1020.267,276.881,276.881,49.998,7,15,6,10,711,53.9,19.6,27.7,0,0,0,0,0,,,,,,,
VIF,2024,10,1545,1503,1585.395,1768.411,4410.724,4490.192,6042.088,6331.98,1082.817,26,28.512,957.743,274.75,274.75,160.601,420.183,6333.48,1221.012,1430.131,420.183,420.183,69.423,7,15,6,10,904.8,67.7,26.8,42,0,0,0,0,0,,,,,,,
VIF,2024,11,1462,1443,1565.642,1874.675,4355.767,4305.046,5966.804,6208.952,1148.525,26,35.847,1034.237,218.475,218.475,164.788,450.56,6207.453,906.051,1128.332,450.56,450.56,76.715,7,15,6,10,886.8,65,27.5,45.1,0,0,0,0,0,,,,,,,
VIF,2024,12,1583,1599,1625.347,2149.312,4418.129,6140.252,6090.603,8341.9,1331.312,26,29.315,1100.912,259.653,259.653,235.805,575.963,8341.9,1662.699,1016.156,575.963,575.963,90.57,7,15,6,10,1191.7,79.8,39.3,57.6,0,0,0,0,0,,,,,,,
VIF,2025,1,1360,1400,1615.669,1796.428,4318.033,5296.895,5973.278,7179.793,1097.537,23,30.822,907.447,252.072,252.072,189.932,502.625,7172.144,1314.93,1430.639,502.625,502.625,76.471,7,15,6,10,1024.6,69.5,31.7,50.3,0,0,0,0,1708,0.9819,0.9755,0.9703,0.9206,0.9693,0.9542,0.962
VIF,2025,2,1364,1290,1504.242,1489.016,4585.595,4297.287,6126.684,5832.779,917.089,23,13.507,799.508,260.665,260.665,146.567,315.245,5825.129,869.683,1003.329,315.245,315.245,50.441,7,15,6,10,832.2,65.7,24.4,31.5,0,0,0,0,1707,0.9783,0.9675,0.9679,0.898,0.9481,0.9619,0.9536
VIF,2025,3,1427,1449,1745.049,1716.166,4408.908,4682.806,6196.702,6439.711,1092.28,26,17.567,968.004,259.874,259.874,166.009,345.451,6430.748,854.189,1126.11,345.451,345.451,54.634,7,15,5,10,918.7,71.4,33.2,34.5,0,0,0,0,1877,0.9824,0.9798,0.9808,0.9244,0.9588,0.968,0.9657
VIF,2025,4,1180,1376,1522.548,1653.742,4545.562,4820.911,6105.405,6473.947,1017.691,24,23.773,910.778,240.862,240.862,148.932,328.692,6466.298,1029.091,1289.892,328.692,328.692,52.106,7,15,5,10,923.8,64.3,29.8,32.9,0,0,0,0,1612,0.9597,0.9524,0.9494,0.8844,0.9369,0.9453,0.938
VIF,2025,5,1376,1507,1635.099,1903.053,4509.013,5051.207,6184.163,6991.591,1207.77,26,45.776,1056.82,283.73,283.73,166.068,387.99,6980.075,1024.317,1230.147,387.99,387.99,58.685,7,15,5,10,997.2,73.8,33.2,38.8,0,0,0,0,1793,0.9799,0.9772,0.97,0.9186,0.9568,0.9523,0.9591
VIF,2025,6,1219,1449,1654.932,1897.855,4527.424,5442.82,6222.893,7380.076,1214.216,25,26.364,1031.517,343.183,343.183,153.333,382.858,7380.019,1127.832,1488.582,382.858,382.858,57.897,7,15,5,10,1054.3,77.9,30.7,38.3,0,0,0,0,1801,0.9711,0.9668,0.9635,0.9032,0.9604,0.9625,0.9546
VIF,2025,7,1364.8457,1563,1779.984,2108.51,4847.839,6231.719,6671.424,8396.544,1356.417,27,39.029,1107.81,383.562,383.562,208.666,425.759,8396.967,1434.308,1766.481,421.759,421.759,67.525,7,15,5,10,1199.6,86.4,41.8,42.3,0,0,0,0,1921,0.9542,0.9497,0.9486,0.8867,0.9311,0.9251,0.9326
VIF,2025,8,1355.0328,1355,1627.699,1953.312,4784.533,5244.769,6452.102,7251.345,1235.107,26,38.35,917.475,376.293,376.293,211.342,463.115,7253.005,1211.248,1644.073,463.358,463.358,71.286,7,15,5,10,1036.1,77.7,42.3,46.3,0,0,0,0,1557,0.9518,0.9463,0.9519,0.9079,0.9354,0.9434,0.9394
VIF,2025,9,1307.73,1367,1721.59,1833.863,4643.639,4669.85,6407.399,6543.058,1122.437,24,34.442,911.668,297.376,297.376,186.899,442.823,6497.664,1489.515,1516.105,447.774,447.774,67.526,7,15,5,10,928.2,67.2,38.4,44.3,0,0,0,0,1209,0.962,0.9579,0.9587,0.9081,0.9564,0.9406,0.9473
VIF,2025,10,1497.7979,1716,1974.289,2334.345,5311.169,5724.217,7333.818,8119.404,1480.442,27,58.672,1238.337,337.88,337.88,202.866,557.432,8140.08,1730.597,2005.275,560.538,560.538,79.171,7,15,5,10,1162.9,86.1,41,55.8,0,0,0,0,1788,0.9536,0.9536,0.9383,0.8423,0.9294,0.9221,0.9232
VIF,2025,11,1494,1735,2029.153,2378.8,5299.05,5754.861,7377.907,8185.617,1497.189,25,59.118,1206.488,336.793,336.793,250.929,577.427,8183.23,1524.319,2007.29,577.427,577.427,89.501,7,15,5,10,1169,83.2,50.2,57.4,0,0,0,0,2007,0.9547,0.9552,0.9542,0.8673,0.9395,0.943,0.9356
VIF,2025,12,1745.83,1943,2170.286,2590.055,6146.192,6398.9,8369.639,9079.984,1714.025,27,36.67,1393.464,433.213,433.213,207.932,609.806,9148.107,1728.311,1998.897,609.806,609.806,91.418,7,15,5,10,1306.9,102.6,41.9,61,0,0,0,0,1943,0.9511,0.9496,0.9496,0.889,0.9399,0.9352,0.9357
VIF,2026,1,2085,1986,2473.341,2935.941,6624.472,6357.361,9157.863,9307.427,1918.978,26,28.664,1408.753,515.14,515.14,275.096,722.413,9305.524,1506.719,2231.323,722.413,722.413,104.207,7,14,5,10,1329.4,116.7,55,72.5,2257,8158.797,2708.324,5450.473,1836,0.9526,0.9505,0.9505,0.8698,0.9403,0.9385,0.9337
VIF,2026,2,1187,1402,1600.408,1908.412,4286.452,4724.104,5925.716,6652.228,1205.917,18,35.066,907.827,320.372,320.372,198.517,466.341,6654.944,995.864,1468.912,466.341,466.341,67.984,7,13,5,10,950.7,84.6,39.7,46.6,1634,6573.328,1905.738,4667.59,962,0.9636,0.9616,0.9595,0.8641,0.9564,0.9351,0.9401
VIF,2026,3,1692,1769,2001.181,2495.019,5359.861,6027.609,7409.628,8541.599,1651.556,26,36.088,1248.227,435.045,435.045,241.68,552.95,8539.05,1383.567,1884.167,552.95,552.95,72.726,7,15,5,10,1219.9,98.7,48.3,55.3,2024,8388.699,2482.563,5906.136,1799,0.9811,0.9745,0.9751,0.8882,0.967,0.9627,0.9581
VIF,2026,4,1586,1501,2024.251,2173.588,5421.651,5735.107,7495.048,7924.358,1424.215,24,40.19,981.722,541.918,541.918,216.598,408.823,7924.358,1367.77,1853.897,408.823,408.823,62.291,8,14,5,10,990.5,97.5,43.3,40.9,1718,7407.081,2091.87,5315.212,1620,0.9704,0.9704,0.9698,0.9301,0.955,0.9643,0.96
VIF,2026,5,1709,1624,2080.34,2326.16,5571.877,5751.834,7702.725,8089.749,1529.343,26,16.115,1019.813,618.428,618.428,239.933,443.626,8089.75,1028.851,1634.761,443.626,443.626,73.408,8,19,5,11,1011.2,77.8,48,40.3,1900,8172.069,2342.195,5829.875,1714,0.9667,0.9595,0.9639,0.9173,0.9476,0.9516,0.9511
VIF,2026,6,1597,1606,1975.38,2195.203,5487.303,5459.063,7510.643,7654.266,2195.203,25,19.948,750.566,630.219,630.219,263.954,530.517,7743.198,1736.387,1908.711,530.517,530.517,79.391,8,19,5,11,967.9,73,52.8,48.2,1864,8044.183,2292.765,5751.419,1951,0.9728,0.9758,0.9724,0.9278,0.9533,0.9684,0.9617
ViDT,2026,1,0,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,
ViDT,2026,2,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,
ViDT,2026,3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViDT,2026,4,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViDT,2026,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViDT,2026,6,0,0,0,0,0,11.143,0,11.143,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViHT,2026,1,0,0,0,0,0,0,0,0,-0.463,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViHT,2026,2,0,31,0,33.485,0,18.165,0,51.65,25.372,26,0,15.075,0,0,1.2,17.21,51.65,20.544,18.41,17.21,17.21,6.024,1,3,1,2,51.6,5,1.2,8.6,38,51.65,33.485,18.165,0,,,,,,,
ViHT,2026,3,696.3368,135,0,108.874,479.941,142.601,624.63,251.476,25.203,26,0,63.122,0,0,12.98,32.773,251.475,92.656,108.646,32.773,32.773,4.708,2,4,1,2,125.7,15.1,13,16.4,158,213.596,100.174,113.421,51,1,1,1,1,1,0.9608,0.9935
ViHT,2026,4,724.7399,193,147.461,195.612,479.688,449.439,627.149,645.051,112.818,26,0,133.137,0,0,18.51,43.965,642.385,322.763,168.65,43.965,43.965,7.022,2,4,1,2,321.2,32.2,18.5,22,249,680.764,204.812,475.952,97,0.9897,1,1,1,1,1,0.9983
ViHT,2026,5,730.8572,222,154.75,174.289,515.094,374.574,669.844,548.863,74.545,26,0,117.98,0,0,13.017,43.292,556.722,119.903,130.698,43.292,43.292,6.778,2,4,1,2,278.4,25.1,13,21.6,264,556.222,172.566,383.656,123,0.9756,0.9675,0.9675,0.9661,0.9756,0.959,0.9685
ViHT,2026,6,515,329,187.235,273.001,614.582,418.609,801.817,691.61,6.517,26,0,190.837,0,0,28.145,54.019,701.562,201.583,233.52,54.019,54.019,4.81,2,4,1,2,350.8,47.9,28.6,28.4,380,701.562,277.301,424.261,254,0.9606,0.9723,0.9685,0.9681,0.9723,0.972,0.969
ViTT,2024,7,0,1,0,0.872,0,0,0,0.872,-0.07,26,0,0.872,0,0,0,0,0.872,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2024,8,0,4,0,0.935,0,2.985,0,3.92,0.935,26,0,0.935,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,3.9,0.4,0,0,0,0,0,0,0,,,,,,,
ViTT,2024,11,0,1,0,1.152,0,0,0,1.152,1.152,26,0,1.152,0,0,0,0,1.152,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2024,12,0,0,0,0,0,0.606,0,0.606,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,1,0,3,0,2.152,0,0,0,2.152,2.152,26,0,2.152,0,0,0,0,2.152,0,0,0,0,0,1,0,0,0,2.2,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,2,0,4,0,2.296,0,0,0,2.296,2.296,26,0,2.296,0,0,0,0,1.144,0,0,0,0,0,1,0,0,0,1.1,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,4,0,2,0,0.672,0,0,0,0.672,0.672,26,0,0.672,0,0,0,0,0.672,0,0,0,0,0,1,1,0,0,0.7,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,5,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,6,0,0,0,0,0,22.666,0,22.666,0,26,0,0,0,0,0,0,22.666,0,0,0,0,0,1,1,0,0,22.7,0,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,7,0,17,0,7.671,0,0.385,0,8.056,-0.265,26,0,7.671,0,0,0,0,8.073,0,0,0,0,0,1,1,0,0,8.1,1.2,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,8,0,16,0,3.153,0,13.897,0,17.05,0.252,26,0,3.153,0,0,0,0,17.05,0,0,0,0,0,1,1,0,0,17.1,2.3,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,9,0,5,0,1.687,0,3.295,0,4.982,-2.392,26,0,1.687,0,0,0,0,4.982,0,0,0,0,0,2,1,0,0,2.5,0.4,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,10,0,15,0,7.07,0,54.345,0,61.415,-3.124,26,0,7.07,0,0,0,0,61.415,0,0,0,0,0,2,1,0,0,30.7,0.8,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,11,0,7,0,1.528,0,3.894,0,5.986,-3.694,26,0,2.092,0,0,0,0,5.986,0,0,0,0,0,2,1,0,0,3,0.5,0,0,0,0,0,0,0,,,,,,,
ViTT,2025,12,0,14,0,6.132,0,69.578,0,76.101,-0.495,26,0,6.523,0,0,0,0,73.301,0,0,0,0,0,1,1,0,0,73.3,0.6,0,0,0,0,0,0,0,,,,,,,
ViTT,2026,1,0,14,0,-7.192,0,11.011,0,18.624,-14.058,26,0,7.613,0,0,0,0,18.624,0,0,0,0,0,1,1,0,0,18.6,3.4,0,0,16,16.46,6.089,10.371,0,,,,,,,
ViTT,2026,2,0,8,0,4.221,0,16.344,0,20.565,-3.697,26,0,4.221,0,0,0,0,20.565,0,0,0,0,0,1,1,0,0,20.6,0.7,0,0,11,22.729,5.745,16.984,0,,,,,,,
ViTT,2026,3,0,11,0,2.65,0,35.269,0,38.154,-2.77,26,0,2.885,0,0,0,0,38.154,0,0,0,0,0,1,1,0,1,38.2,2.9,0,0,12,31.711,2.585,29.126,0,,,,,,,
ViTT,2026,4,1312.4789,57,0,27.834,0,10.286,1135.746,38.12,-35.09,26,0,27.834,0,0,0,0,38.719,0,0,0,0,0,2,3,0,4,19.4,9.5,0,0,66,54.032,37.604,16.429,38,1,0.9737,0.9211,0.8684,0.9211,0.9211,0.9342
ViTT,2026,5,714,174,125.652,111.375,418.24,162.021,543.892,273.396,9.521,26,1.465,81.731,0,0,2.061,26.117,284.449,49.098,42.302,29.562,29.562,0,2,5,0,4,142.2,16.6,2.6,7.4,176,280.078,109.739,170.339,188,0.9894,1,0.9681,0.9043,0.9894,0.9309,0.9637
ViTT,2026,6,416,179,102.324,140.993,335.871,266.635,438.195,407.628,140.626,26,6.235,75.643,0,0,14.374,44.742,402.026,68.474,75.098,45.397,45.397,0.443,2,5,0,4,201,14.7,13.9,10.5,195,397.527,136.951,260.576,197,1,1,0.9746,0.9086,0.9898,0.934,0.9678
